InvoiceDetailID,InvoiceID,ProductID,ProductPrice,TaxAmount,ConsignorID,StoreOwned,ItemCost,FedTax,Voided,TaxRef,FedTaxRef,DiscRef,CardNumber,VoidBy,StoreID,EffPrice
33037,11036,85661,0.80,0.00,500,FALSE,0.00,0,FALSE,,,,,,,
33038,11037,95043,52.00,4.37,501,FALSE,44.20,0,FALSE,,,,,,,
33039,11037,49903,3.19,0.27,500,FALSE,0.00,0,FALSE,,,,,,,
33040,11037,95202,5.98,0.50,500,FALSE,0.00,0,FALSE,,,,,,,
33041,11037,45644,7.19,0.60,500,FALSE,0.00,0,FALSE,,,,,,,
33042,11038,20905,4.00,0.34,73,FALSE,3.40,0,FALSE,,,,,,,
33043,11038,21017,1.60,0.13,73,FALSE,1.36,0,FALSE,,,,,,,
33044,11038,88765,2.40,0.20,14,FALSE,2.04,0,FALSE,,,,,,,
33045,11038,88766,2.40,0.20,14,FALSE,2.04,0,FALSE,,,,,,,
33046,11038,93954,14.40,1.21,518,FALSE,12.24,0,FALSE,,,,,,,
33047,11039,94895,8.00,0.67,519,FALSE,6.80,0,FALSE,,,,,,,
33048,11040,95203,3.18,0.27,40,FALSE,2.70,0,FALSE,,,,,,,
33049,11040,95204,1.59,0.13,40,FALSE,1.35,0,FALSE,,,,,,,
33050,11040,34452,1.50,0.13,40,FALSE,1.27,0,FALSE,,,,,,,
33051,11040,73163,7.16,0.60,56,FALSE,6.08,0,FALSE,,,,,,,
33052,11040,73162,7.16,0.60,56,FALSE,6.08,0,FALSE,,,,,,,
33053,11041,14562,5.60,0.47,51,FALSE,4.76,0,FALSE,,,,,,,
33054,11041,71236,3.20,0.27,1,FALSE,2.72,0,FALSE,,,,,,,
33055,11042,75639,6.75,0.57,511,FALSE,5.73,0,FALSE,,,,,,,
33056,11042,88042,17.50,1.47,83,FALSE,14.87,0,FALSE,,,,,,,
33057,11042,60321,19.96,1.68,502,FALSE,16.96,0,FALSE,,,,,,,
33058,11042,90930,4.40,0.37,52,FALSE,3.74,0,FALSE,,,,,,,
33059,11043,77139,5.59,0.47,63,FALSE,4.75,0,FALSE,,,,,,,
33060,11043,95205,7.99,0.67,500,FALSE,0.00,0,FALSE,,,,,,,
33061,11044,85661,1.27,0.00,500,FALSE,0.00,0,FALSE,,,,,,,
33062,11045,85661,1.27,0.00,500,FALSE,0.00,0,FALSE,,,,,,,
33063,11046,90333,3.50,0.29,515,FALSE,2.97,0,FALSE,,,,,,,
33064,11046,95206,0.80,0.07,8,FALSE,0.68,0,FALSE,,,,,,,
33065,11046,81435,3.60,0.30,63,FALSE,3.06,0,FALSE,,,,,,,
33066,11047,84519,28.00,2.35,12,FALSE,23.80,0,FALSE,,,,,,,
33067,11047,95056,30.40,2.55,516,FALSE,25.84,0,FALSE,,,,,,,
33068,11048,67238,11.20,0.94,516,FALSE,9.52,0,FALSE,,,,,,,
33069,11048,83806,10.80,0.91,74,FALSE,9.18,0,FALSE,,,,,,,
33070,11049,95207,1.60,0.13,67,FALSE,1.36,0,FALSE,,,,,,,
33071,11049,19630,3.99,0.34,35,FALSE,3.39,0,FALSE,,,,,,,
33072,11050,56928,4.99,0.34,500,FALSE,4.99,0,FALSE,,,,,,,3.99000001
33073,11050,57078,5.99,0.00,500,FALSE,5.99,0,FALSE,,,,,,,4.789999962
33074,11050,80298,6.99,0.47,500,FALSE,0.00,0,FALSE,,,,,,,5.590000153
33075,11050,56844,4.99,0.34,500,FALSE,4.99,0,FALSE,,,,,,,3.99000001
33076,11050,57096,4.99,0.34,500,FALSE,4.24,0,FALSE,,,,,,,3.99000001
33077,11051,95208,1.99,0.17,500,FALSE,0.00,0,FALSE,,,,,,,
33078,11052,93752,4.00,0.34,519,FALSE,3.40,0,FALSE,,,,,,,
33079,11053,45034,1.51,0.13,500,FALSE,0.00,0,FALSE,,,,,,,
33080,11053,95209,1.99,0.17,500,FALSE,0.00,0,FALSE,,,,,,,
33081,11053,95210,13.00,1.09,500,FALSE,0.00,0,FALSE,,,,,,,
33082,11054,20927,4.00,0.34,73,FALSE,3.40,0,FALSE,,,,,,,
33083,11055,15116,7.20,0.60,51,FALSE,6.12,0,FALSE,,,,,,,
33084,11055,86436,10.39,0.87,63,FALSE,8.83,0,FALSE,,,,,,,
33085,11055,86435,10.39,0.87,63,FALSE,8.83,0,FALSE,,,,,,,
33086,11055,93811,10.00,0.84,31,FALSE,8.50,0,FALSE,,,,,,,
33087,11055,93810,10.00,0.84,31,FALSE,8.50,0,FALSE,,,,,,,
33088,11055,75983,13.20,1.11,31,FALSE,11.22,0,FALSE,,,,,,,
33089,11055,85216,7.96,0.67,509,FALSE,6.76,0,FALSE,,,,,,,
33090,11055,81318,3.99,0.34,70,FALSE,3.39,0,FALSE,,,,,,,
33091,11055,81318,3.99,0.34,70,FALSE,3.39,0,FALSE,,,,,,,
33092,11055,81318,3.99,0.34,70,FALSE,3.39,0,FALSE,,,,,,,
33093,11056,81318,3.99,0.34,70,FALSE,3.39,0,FALSE,,,,,,,
33094,11056,81318,3.99,0.34,70,FALSE,3.39,0,FALSE,,,,,,,
33095,11056,81318,3.99,0.34,70,FALSE,3.39,0,FALSE,,,,,,,
33096,11056,9178,4.80,0.40,70,FALSE,4.08,0,FALSE,,,,,,,
33097,11056,9178,4.80,0.40,70,FALSE,4.08,0,FALSE,,,,,,,
33098,11056,59763,11.16,0.94,70,FALSE,9.48,0,FALSE,,,,,,,
33099,11056,9073,4.76,0.40,70,FALSE,4.04,0,FALSE,,,,,,,
33100,11057,76626,6.00,0.50,92,FALSE,5.10,0,FALSE,,,,,,,
33101,11058,15708,5.60,0.47,74,FALSE,4.76,0,FALSE,,,,,,,
33102,11058,41793,5.60,0.47,74,FALSE,4.76,0,FALSE,,,,,,,
33103,11058,83797,3.96,0.33,74,FALSE,3.36,0,FALSE,,,,,,,
33104,11058,73476,6.00,0.50,57,FALSE,5.10,0,FALSE,,,,,,,
33105,11059,77390,52.00,4.37,91,FALSE,44.20,0,FALSE,,,,,,,
33106,11060,84538,3.50,0.29,500,FALSE,0.00,0,FALSE,,,,,,,
33107,11060,84538,3.50,0.29,500,FALSE,0.00,0,FALSE,,,,,,,
33108,11060,58486,2.00,0.17,87,FALSE,1.70,0,FALSE,,,,,,,
33109,11061,29750,4.80,0.40,89,FALSE,4.08,0,FALSE,,,,,,,
33110,11062,59128,4.80,0.40,63,FALSE,4.08,0,FALSE,,,,,,,
33111,11062,90946,2.40,0.20,82,FALSE,2.04,0,FALSE,,,,,,,
33112,11063,180781,3.20,0.27,24,FALSE,2.72,0,FALSE,,,,,,,
33113,11064,23538,24.00,2.02,87,FALSE,20.40,0,FALSE,,,,,,,
33114,11065,78796,11.20,0.94,7,FALSE,9.52,0,FALSE,,,,,,,
33115,11066,17454,231.20,19.42,63,FALSE,196.52,0,FALSE,,,,,,,
33116,11067,77669,52.00,4.37,521,FALSE,44.20,0,FALSE,,,,,,,
33117,11068,89799,20.00,1.68,20,FALSE,17.00,0,FALSE,,,,,,,
33118,11069,92086,14.40,1.21,76,FALSE,12.24,0,FALSE,,,,,,,
33119,11070,89932,3.60,0.30,43,FALSE,3.06,0,FALSE,,,,,,,
33120,11070,88248,10.00,0.84,43,FALSE,8.50,0,FALSE,,,,,,,
33121,11071,95214,12.00,1.01,76,FALSE,10.20,0,FALSE,,,,,,,
33122,11071,66275,1.00,0.08,85,FALSE,0.85,0,FALSE,,,,,,,
33123,11071,46218,0.79,0.07,500,FALSE,0.67,0,FALSE,,,,,,,
33124,11072,88755,10.99,0.74,500,FALSE,0.00,0,FALSE,,,,,,,8.789999962
33125,11072,88755,10.99,0.74,500,FALSE,0.00,0,FALSE,,,,,,,8.789999962
33126,11072,88755,10.99,0.74,500,FALSE,0.00,0,FALSE,,,,,,,8.789999962
33127,11072,88755,10.99,0.74,500,FALSE,0.00,0,FALSE,,,,,,,8.789999962
33128,11073,95215,1.19,0.10,500,FALSE,0.00,0,FALSE,,,,,,,
33129,11074,91862,2.80,0.24,1,FALSE,2.38,0,FALSE,,,,,,,
33130,11074,94878,2.40,0.20,506,FALSE,2.04,0,FALSE,,,,,,,
33131,11074,89819,1.20,0.10,20,FALSE,1.02,0,FALSE,,,,,,,
33132,11074,76332,3.20,0.27,54,FALSE,2.72,0,FALSE,,,,,,,
33133,11074,91864,4.00,0.34,1,FALSE,3.40,0,FALSE,,,,,,,
33134,11074,17290,2.40,0.20,511,FALSE,2.04,0,FALSE,,,,,,,
33135,11074,17291,4.00,0.34,511,FALSE,3.40,0,FALSE,,,,,,,
33136,11074,81443,4.00,0.34,54,FALSE,3.40,0,FALSE,,,,,,,
33137,11074,95216,0.39,0.03,500,FALSE,0.00,0,FALSE,,,,,,,
33138,11075,58225,8.80,0.74,511,FALSE,7.48,0,FALSE,,,,,,,
33139,11075,9073,4.76,0.40,70,FALSE,4.04,0,FALSE,,,,,,,
33140,11075,81318,3.99,0.34,70,FALSE,3.39,0,FALSE,,,,,,,
33141,11075,81318,3.99,0.34,70,FALSE,3.39,0,FALSE,,,,,,,
33142,11076,95217,1.59,0.13,500,FALSE,0.00,0,FALSE,,,,,,,
33143,11077,72800,5.20,0.44,48,FALSE,4.42,0,FALSE,,,,,,,
33144,11077,4050,6.40,0.54,76,FALSE,5.44,0,FALSE,,,,,,,
33145,11077,94471,14.40,1.21,76,FALSE,12.24,0,FALSE,,,,,,,
33146,11077,17304,12.80,1.08,511,FALSE,10.88,0,FALSE,,,,,,,
33147,11077,95218,14.40,1.21,76,FALSE,12.24,0,FALSE,,,,,,,
33148,11077,58486,2.00,0.17,87,FALSE,1.70,0,FALSE,,,,,,,
33149,11078,83609,6.80,0.57,501,FALSE,5.78,0,FALSE,,,,,,,
33150,11078,15094,14.40,1.21,51,FALSE,12.24,0,FALSE,,,,,,,
33151,11078,93253,4.80,0.40,519,FALSE,4.08,0,FALSE,,,,,,,
33152,11079,89518,6.40,0.54,32,FALSE,5.44,0,FALSE,,,,,,,
33153,11079,58490,2.40,0.20,76,FALSE,2.04,0,FALSE,,,,,,,
33154,11079,58490,2.40,0.20,76,FALSE,2.04,0,FALSE,,,,,,,
33155,11080,171191,6.40,0.54,501,FALSE,5.44,0,FALSE,,,,,,,
33156,11081,94054,1.59,0.13,17,FALSE,1.35,0,FALSE,,,,,,,
33157,11081,71430,3.00,0.25,81,FALSE,2.55,0,FALSE,,,,,,,
33158,11081,121330,1.60,0.13,69,FALSE,1.36,0,FALSE,,,,,,,
33159,11081,121331,1.60,0.13,69,FALSE,1.36,0,FALSE,,,,,,,
33160,11082,93292,4.79,0.40,500,FALSE,0.00,0,FALSE,,,,,,,
33161,11082,86912,1.20,0.10,69,FALSE,1.02,0,FALSE,,,,,,,
33162,11082,86912,1.20,0.10,69,FALSE,1.02,0,FALSE,,,,,,,
33163,11082,4302,4.80,0.40,76,FALSE,4.08,0,FALSE,,,,,,,
33164,11082,4107,4.80,0.40,76,FALSE,4.08,0,FALSE,,,,,,,
33165,11082,7247,4.40,0.37,54,FALSE,3.74,0,FALSE,,,,,,,
33166,11083,73837,4.80,0.40,25,FALSE,4.08,0,FALSE,,,,,,,
33167,11083,82313,7.19,0.60,40,FALSE,6.11,0,FALSE,,,,,,,
33168,11083,91530,6.40,0.54,93,FALSE,5.44,0,FALSE,,,,,,,
33169,11083,91185,8.00,0.67,40,FALSE,6.80,0,FALSE,,,,,,,
33170,11084,95219,1.88,0.16,500,FALSE,0.00,0,FALSE,,,,,,,
33171,11084,57960,0.60,0.05,500,FALSE,0.51,0,FALSE,,,,,,,
33172,11085,95220,15.20,1.28,22,FALSE,12.92,0,FALSE,,,,,,,
33173,11086,74603,6.40,0.54,31,FALSE,5.44,0,FALSE,,,,,,,
33174,11086,77562,7.20,0.60,510,FALSE,6.12,0,FALSE,,,,,,,
33175,11087,59256,2.79,0.23,500,FALSE,0.00,0,FALSE,,,,,,,
33176,11087,80644,10.00,0.84,510,FALSE,8.50,0,FALSE,,,,,,,
33177,11087,94869,12.80,1.08,510,FALSE,10.88,0,FALSE,,,,,,,
33178,11088,93261,7.16,0.60,36,FALSE,6.08,0,FALSE,,,,,,,
33179,11088,12226,6.36,0.53,36,FALSE,5.40,0,FALSE,,,,,,,
33180,11089,60063,6.36,0.53,27,FALSE,5.40,0,FALSE,,,,,,,
33181,11089,20159,3.18,0.27,35,FALSE,2.70,0,FALSE,,,,,,,
33182,11089,75443,3.60,0.30,1,FALSE,3.06,0,FALSE,,,,,,,
33183,11089,88223,10.36,0.87,27,FALSE,8.80,0,FALSE,,,,,,,
33184,11089,59631,2.80,0.24,1,FALSE,2.38,0,FALSE,,,,,,,
33185,11089,60117,1.60,0.13,76,FALSE,1.36,0,FALSE,,,,,,,
33186,11089,19377,2.80,0.24,81,FALSE,2.38,0,FALSE,,,,,,,
33187,11089,60117,1.60,0.13,76,FALSE,1.36,0,FALSE,,,,,,,
33188,11089,90632,2.39,0.20,502,FALSE,2.03,0,FALSE,,,,,,,
33189,11089,82569,2.40,0.20,46,FALSE,2.04,0,FALSE,,,,,,,
33190,11089,21263,1.20,0.10,73,FALSE,1.02,0,FALSE,,,,,,,
33191,11089,90183,5.60,0.47,511,FALSE,4.76,0,FALSE,,,,,,,
33192,11089,433,12.00,1.01,53,FALSE,10.20,0,FALSE,,,,,,,
33193,11089,19335,3.96,0.33,81,FALSE,3.36,0,FALSE,,,,,,,
33194,11089,43027,4.00,0.34,49,FALSE,3.40,0,FALSE,,,,,,,
33195,11089,57960,0.60,0.05,500,FALSE,0.51,0,FALSE,,,,,,,
33196,11089,57960,0.60,0.05,500,FALSE,0.51,0,FALSE,,,,,,,
33197,11089,57960,0.60,0.05,500,FALSE,0.51,0,FALSE,,,,,,,
33198,11089,57960,0.60,0.05,500,FALSE,0.51,0,FALSE,,,,,,,
33199,11089,57960,0.60,0.05,500,FALSE,0.51,0,FALSE,,,,,,,
33200,11089,57960,0.60,0.05,500,FALSE,0.51,0,FALSE,,,,,,,
33201,11090,23568,3.20,0.27,87,FALSE,2.72,0,FALSE,,,,,,,
33202,11091,17208,8.00,0.67,27,FALSE,6.80,0,FALSE,,,,,,,
33203,11091,83604,2.40,0.20,501,FALSE,2.04,0,FALSE,,,,,,,
33204,11091,15899,8.00,0.67,92,FALSE,6.80,0,FALSE,,,,,,,
33205,11092,13941,20.00,1.68,51,FALSE,17.00,0,FALSE,,,,,,,
33206,11092,95246,6.40,0.54,22,FALSE,5.44,0,FALSE,,,,,,,
33207,11093,91427,0.80,0.07,69,FALSE,0.68,0,FALSE,,,,,,,
33208,11093,91418,0.80,0.07,69,FALSE,0.68,0,FALSE,,,,,,,
33209,11093,89198,3.80,0.32,69,FALSE,3.23,0,FALSE,,,,,,,
33210,11093,45138,2.55,0.21,500,FALSE,2.16,0,FALSE,,,,,,,
33211,11093,45138,2.55,0.21,500,FALSE,2.16,0,FALSE,,,,,,,
33212,11093,45138,2.55,0.21,500,FALSE,2.16,0,FALSE,,,,,,,
33213,11093,162680,1.43,0.12,500,FALSE,0.00,0,FALSE,,,,,,,
33214,11093,162682,1.43,0.12,500,FALSE,0.00,0,FALSE,,,,,,,
33215,11094,29426,3.20,0.27,42,FALSE,2.72,0,FALSE,,,,,,,
33216,11094,84159,12.00,1.01,19,FALSE,10.20,0,FALSE,,,,,,,
33217,11094,56455,3.49,0.29,500,FALSE,2.96,0,FALSE,,,,,,,
33218,11094,56455,3.49,0.29,500,FALSE,2.96,0,FALSE,,,,,,,
33219,11095,74801,1.00,0.08,17,FALSE,0.85,0,FALSE,,,,,,,
33220,11095,85596,4.00,0.34,1,FALSE,3.40,0,FALSE,,,,,,,
33221,11096,92157,3.99,0.34,82,FALSE,3.39,0,FALSE,,,,,,,
33222,11096,40155,3.96,0.33,85,FALSE,3.36,0,FALSE,,,,,,,
33223,11097,10158,3.22,0.27,63,FALSE,2.73,0,FALSE,,,,,,,
33224,11097,5975,4.20,0.35,62,FALSE,3.57,0,FALSE,,,,,,,
33225,11098,56142,3.99,0.00,500,FALSE,0.00,0,FALSE,,,,,,,
33226,11098,65995,2.40,0.20,76,FALSE,2.04,0,FALSE,,,,,,,
33227,11098,65995,2.40,0.20,76,FALSE,2.04,0,FALSE,,,,,,,
33228,11099,89148,3.20,0.27,5,FALSE,2.72,0,FALSE,,,,,,,
33229,11099,76831,5.60,0.47,51,FALSE,4.76,0,FALSE,,,,,,,
33230,11099,17577,7.20,0.60,63,FALSE,6.12,0,FALSE,,,,,,,
33231,11100,19330,7.98,0.67,81,FALSE,6.78,0,FALSE,,,,,,,
33232,11100,59739,3.19,0.27,40,FALSE,2.71,0,FALSE,,,,,,,
33233,11100,59739,3.19,0.27,40,FALSE,2.71,0,FALSE,,,,,,,
33234,11100,59739,3.19,0.27,40,FALSE,2.71,0,FALSE,,,,,,,
33235,11100,59739,3.19,0.27,40,FALSE,2.71,0,FALSE,,,,,,,
33236,11100,59739,3.19,0.27,40,FALSE,2.71,0,FALSE,,,,,,,
33237,11100,86907,1.20,0.10,69,FALSE,1.02,0,FALSE,,,,,,,
33238,11100,86912,1.20,0.10,69,FALSE,1.02,0,FALSE,,,,,,,
33239,11101,91582,3.16,0.27,509,FALSE,2.68,0,FALSE,,,,,,,
33240,11101,91571,5.56,0.47,509,FALSE,4.72,0,FALSE,,,,,,,
33241,11102,91116,2.39,0.20,40,FALSE,2.03,0,FALSE,,,,,,,
33242,11103,79584,9.75,0.82,500,FALSE,0.00,0,FALSE,,,,,,,
33243,11103,17907,4.99,0.42,500,FALSE,0.00,0,FALSE,,,,,,,
33244,11103,17258,4.99,0.42,500,FALSE,0.00,0,FALSE,,,,,,,
33245,11103,17264,4.99,0.42,500,FALSE,0.00,0,FALSE,,,,,,,
33246,11104,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
33247,11105,93951,20.00,1.68,76,FALSE,17.00,0,FALSE,,,,,,,
33248,11105,66728,6.00,0.50,513,FALSE,5.10,0,FALSE,,,,,,,
33249,11105,66727,8.00,0.67,513,FALSE,6.80,0,FALSE,,,,,,,
33250,11105,93952,18.00,1.51,76,FALSE,15.30,0,FALSE,,,,,,,
33251,11106,66187,9.99,0.84,17,FALSE,8.49,0,FALSE,,,,,,,
33252,11106,90686,12.50,1.05,522,FALSE,10.62,0,FALSE,,,,,,,
33253,11106,77857,5.00,0.42,24,FALSE,4.25,0,FALSE,,,,,,,
33254,11107,95328,6.00,0.50,500,FALSE,0.00,0,FALSE,,,,,,,
33255,11108,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
33256,11108,51202,14.49,1.22,500,FALSE,12.31,0,FALSE,,,,,,,
33257,11109,73374,40.00,3.36,3,FALSE,34.00,0,FALSE,,,,,,,
33258,11110,92813,5.95,0.50,31,FALSE,5.05,0,FALSE,,,,,,,
33259,11110,92811,5.95,0.50,31,FALSE,5.05,0,FALSE,,,,,,,
33260,11111,94671,6.95,0.58,36,FALSE,5.90,0,FALSE,,,,,,,
33261,11112,84956,15.00,1.26,65,FALSE,12.75,0,FALSE,,,,,,,
33262,11113,84955,25.00,2.10,65,FALSE,21.25,0,FALSE,,,,,,,
33263,11114,88755,10.99,0.92,500,FALSE,0.00,0,FALSE,,,,,,,
33264,11114,81318,4.99,0.42,70,FALSE,4.24,0,FALSE,,,,,,,
33265,11114,81318,4.99,0.42,70,FALSE,4.24,0,FALSE,,,,,,,
33266,11115,93026,2.99,0.25,40,FALSE,2.54,0,FALSE,,,,,,,
33267,11115,74285,6.99,0.59,512,FALSE,5.94,0,FALSE,,,,,,,
33268,11115,4106,12.00,1.01,76,FALSE,10.20,0,FALSE,,,,,,,
33269,11115,95189,12.99,1.09,40,FALSE,11.04,0,FALSE,,,,,,,
33270,11115,7359,10.00,0.84,15,FALSE,8.50,0,FALSE,,,,,,,
33271,11115,34615,7.99,0.67,2,FALSE,6.79,0,FALSE,,,,,,,
33272,11115,179153,22.00,1.85,502,FALSE,18.70,0,FALSE,,,,,,,
33273,11116,57001,10.99,0.92,500,FALSE,9.34,0,FALSE,,,,,,,
33274,11117,95357,12.00,1.01,500,FALSE,0.00,0,FALSE,,,,,,,
33275,11118,88633,8.95,0.75,85,FALSE,7.60,0,FALSE,,,,,,,
33276,11118,89924,19.00,1.60,89,FALSE,16.15,0,FALSE,,,,,,,
33277,11118,81351,12.00,1.01,501,FALSE,10.20,0,FALSE,,,,,,,
33278,11119,95358,50.00,4.20,509,FALSE,42.50,0,FALSE,,,,,,,
33279,11120,85679,9.00,0.76,93,FALSE,7.65,0,FALSE,,,,,,,
33280,11120,95359,3.00,0.25,42,FALSE,2.55,0,FALSE,,,,,,,
33281,11121,54187,2.75,0.23,500,FALSE,2.33,0,FALSE,,,,,,,
33282,11122,94620,3.00,0.25,526,FALSE,2.55,0,FALSE,,,,,,,
33283,11123,59622,1.99,0.17,500,FALSE,0.00,0,FALSE,,,,,,,
33284,11124,47870,8.99,0.76,500,FALSE,0.00,0,FALSE,,,,,,,
33285,11125,95366,3.98,0.33,500,FALSE,0.00,0,FALSE,,,,,,,
33286,11125,57037,3.19,0.27,500,FALSE,2.71,0,FALSE,,,,,,,
33287,11125,58881,4.99,0.42,500,FALSE,0.00,0,FALSE,,,,,,,
33288,11126,88755,10.99,0.92,500,FALSE,0.00,0,FALSE,,,,,,,
33289,11126,88755,10.99,0.92,500,FALSE,0.00,0,FALSE,,,,,,,
33290,11126,90043,20.00,1.68,518,FALSE,17.00,0,FALSE,,,,,,,
33291,11127,41844,36.00,3.02,43,FALSE,30.60,0,FALSE,,,,,,,
33292,11127,91232,12.50,1.05,74,FALSE,10.62,0,FALSE,,,,,,,
33293,11127,76715,4.95,0.42,43,FALSE,4.20,0,FALSE,,,,,,,
33294,11127,87850,3.50,0.29,48,FALSE,2.97,0,FALSE,,,,,,,
33295,11127,36209,3.00,0.25,48,FALSE,2.55,0,FALSE,,,,,,,
33296,11127,36283,3.00,0.25,48,FALSE,2.55,0,FALSE,,,,,,,
33297,11127,85356,5.00,0.42,48,FALSE,4.25,0,FALSE,,,,,,,
33298,11128,47269,2.69,0.23,500,FALSE,2.28,0,FALSE,,,,,,,
33299,11128,95367,4.39,0.37,500,FALSE,0.00,0,FALSE,,,,,,,
33300,11129,94595,20.00,1.68,74,FALSE,17.00,0,FALSE,,,,,,,
33301,11130,59697,72.00,6.05,3,FALSE,61.20,0,FALSE,,,,,,,
33302,11131,169619,12.99,1.09,500,FALSE,0.00,0,FALSE,,,,,,,
33303,11131,84784,2.49,0.21,500,FALSE,0.00,0,FALSE,,,,,,,
33304,11131,174512,3.99,0.34,500,FALSE,3.99,0,FALSE,,,,,,,
33305,11132,21642,3.50,0.29,17,FALSE,2.97,0,FALSE,,,,,,,
33306,11133,95115,39.99,3.36,19,FALSE,33.99,0,FALSE,,,,,,,
33307,11134,71920,39.99,3.36,63,FALSE,33.99,0,FALSE,,,,,,,
33308,11135,94136,59.00,4.96,49,FALSE,50.15,0,FALSE,,,,,,,
33309,11135,95368,11.98,1.01,500,FALSE,0.00,0,FALSE,,,,,,,
33310,11135,113686,12.00,1.01,49,FALSE,10.20,0,FALSE,,,,,,,
33311,11136,49203,6.99,0.59,500,FALSE,5.94,0,FALSE,,,,,,,
33312,11137,71714,56.00,4.70,501,FALSE,47.60,0,FALSE,,,,,,,
33313,11138,18116,1.95,0.16,84,FALSE,1.65,0,FALSE,,,,,,,
33314,11138,83883,1.99,0.17,40,FALSE,1.69,0,FALSE,,,,,,,
33315,11138,83883,1.99,0.17,40,FALSE,1.69,0,FALSE,,,,,,,
33316,11138,83883,1.99,0.17,40,FALSE,1.69,0,FALSE,,,,,,,
33317,11139,16106,10.49,0.88,500,FALSE,0.00,0,FALSE,,,,,,,
33318,11140,42614,48.00,4.03,61,FALSE,40.80,0,FALSE,,,,,,,
33319,11141,93662,6.00,0.50,519,FALSE,5.10,0,FALSE,,,,,,,
33320,11141,59254,1.99,0.17,500,FALSE,0.00,0,FALSE,,,,,,,
33321,11141,88335,14.00,1.18,507,FALSE,11.90,0,FALSE,,,,,,,
33322,11141,647,4.00,0.34,53,FALSE,3.40,0,FALSE,,,,,,,
33323,11141,48101,3.49,0.29,500,FALSE,2.96,0,FALSE,,,,,,,
33324,11141,95369,3.50,0.29,1,FALSE,2.97,0,FALSE,,,,,,,
33325,11142,94484,3.50,0.29,1,FALSE,2.97,0,FALSE,,,,,,,
33326,11143,84866,14.99,1.26,500,FALSE,0.00,0,FALSE,,,,,,,
33327,11143,47828,5.99,0.50,500,FALSE,5.99,0,FALSE,,,,,,,
33328,11143,95370,1.00,0.08,500,FALSE,0.00,0,FALSE,,,,,,,
33329,11144,44532,2.99,0.25,500,FALSE,0.00,0,FALSE,,,,,,,
33330,11144,44756,3.99,0.34,500,FALSE,0.00,0,FALSE,,,,,,,
33331,11144,95371,15.99,1.34,500,FALSE,0.00,0,FALSE,,,,,,,
33332,11144,45977,3.99,0.34,500,FALSE,0.00,0,FALSE,,,,,,,
33333,11144,45977,3.99,0.34,500,FALSE,0.00,0,FALSE,,,,,,,
33334,11145,88415,7.99,0.67,22,FALSE,6.79,0,FALSE,,,,,,,
33335,11146,73236,16.99,1.43,515,FALSE,14.44,0,FALSE,,,,,,,
33336,11147,95372,5.49,0.46,500,FALSE,0.00,0,FALSE,,,,,,,
33337,11148,59825,3.50,0.29,48,FALSE,2.97,0,FALSE,,,,,,,
33338,11148,78642,2.00,0.17,24,FALSE,1.70,0,FALSE,,,,,,,
33339,11148,72798,5.00,0.42,48,FALSE,4.25,0,FALSE,,,,,,,
33340,11148,7755,10.00,0.84,64,FALSE,8.50,0,FALSE,,,,,,,
33341,11149,41616,130.00,10.92,74,FALSE,110.50,0,FALSE,,,,,,,
33342,11149,9484,34.95,2.94,27,FALSE,29.70,0,FALSE,,,,,,,
33343,11149,81260,23.99,2.02,2,FALSE,20.39,0,FALSE,,,,,,,
33344,11150,88485,5.00,0.42,519,FALSE,4.25,0,FALSE,,,,,,,
33345,11150,88959,8.00,0.67,519,FALSE,6.80,0,FALSE,,,,,,,
33346,11151,95373,3.99,0.34,500,FALSE,0.00,0,FALSE,,,,,,,
33347,11152,91244,8.50,0.71,74,FALSE,7.22,0,FALSE,,,,,,,
33348,11152,91249,8.50,0.71,74,FALSE,7.22,0,FALSE,,,,,,,
33349,11152,95374,4.99,0.42,43,FALSE,4.24,0,FALSE,,,,,,,
33350,11152,59261,1.49,0.13,500,FALSE,0.00,0,FALSE,,,,,,,
33351,11152,95375,1.00,0.08,500,FALSE,0.00,0,FALSE,,,,,,,
33352,11153,95236,8.00,0.67,76,FALSE,6.80,0,FALSE,,,,,,,
33353,11153,87775,6.00,0.50,12,FALSE,5.10,0,FALSE,,,,,,,
33354,11153,81318,4.99,0.42,70,FALSE,4.24,0,FALSE,,,,,,,
33355,11153,81318,4.99,0.42,70,FALSE,4.24,0,FALSE,,,,,,,
33356,11154,57044,4.99,0.00,500,FALSE,4.24,0,FALSE,,,,,,,
33357,11154,57044,4.99,0.00,500,FALSE,4.24,0,FALSE,,,,,,,
33358,11154,57044,4.99,0.00,500,FALSE,4.24,0,FALSE,,,,,,,
33359,11155,93747,4.00,0.34,519,FALSE,3.40,0,FALSE,,,,,,,
33360,11156,87173,5.70,0.48,69,FALSE,4.84,0,FALSE,,,,,,,
33361,11157,93944,100.00,8.40,76,FALSE,85.00,0,FALSE,,,,,,,
33362,11157,95376,4.00,0.34,500,FALSE,0.00,0,FALSE,,,,,,,
33363,11158,54627,2.75,0.23,500,FALSE,2.33,0,FALSE,,,,,,,
33364,11158,95377,0.89,0.07,500,FALSE,0.00,0,FALSE,,,,,,,
33365,11159,85382,6.99,0.59,500,FALSE,0.00,0,TRUE,0.589999974,0,0,,POS,,
