invoicedetailid,invoiceid,productid,productprice,itemcost,consignorid,productdescription,invoicedate
33805,11304,95917,1.99,0.00,500,Paint,2020-01-07
33807,11305,75504,3.99,0.00,500,Darice Hercules Tape,2020-01-07
33814,11307,95922,1.99,0.00,500,Stickers,2020-01-07
33815,11307,59256,3.49,0.00,500,2020 Monthly Planner,2020-01-07
33816,11307,46204,1.49,1.26,500,Premium Gift Wrapping Pap,2020-01-07
33824,11310,6428,9.99,8.49,62,Tin Coffee Cannister #17,2020-01-07
33825,11310,84592,18.00,15.30,12,Perfect Chaos Sign,2020-01-07
33826,11311,16106,5.00,0.00,500,1 Misc Fabric,2020-01-07
33827,11312,86628,2.00,1.70,54,Nest Dishtowel,2020-01-07
33828,11313,93645,4.00,3.40,519,Fishing Book,2020-01-07
33831,11315,74598,4.99,0.00,500,Make A Face Sticker Pad,2020-01-07
33708,11265,67163,7.50,6.37,51,Pikolino Shoes,2020-01-07
33712,11265,71783,5.00,4.25,5,Sugar Scrub-peppermint,2020-01-07
33715,11267,66387,6.00,5.10,42,Zara Shirt,2020-01-07
33716,11268,88426,7.99,6.79,22,Marq Ring,2020-01-07
33719,11271,93278,6.50,0.00,500,Quilter Trunk Sale,2020-01-07
33720,11271,93278,11.75,0.00,500,Quilter Trunk Sale,2020-01-07
33721,11272,17090,5.00,4.25,46,1939 Vintage Opra Guide,2020-01-07
33722,11272,40997,4.25,3.61,57,Vintage Book,2020-01-07
33726,11273,77209388,24.00,20.40,8,Qt Honey,2020-01-07
33728,11273,59831,5.00,4.25,48,Bow Headband,2020-01-07
33729,11274,93278,49.50,0.00,500,Quilter Trunk Sale,2020-01-07
33731,11275,53844,1.99,0.00,500,Darice-screw Eye Hooks-ni,2020-01-07
33732,11276,95897,40.00,0.00,500,UB Stump,2020-01-07
33733,11277,95898,1.10,0.00,500,Floss (2),2020-01-07
33738,11280,91303,12.00,10.20,3,Enamal Pan,2020-01-07
33741,11281,93278,61.25,0.00,500,Quilter Trunk Sale,2020-01-07
33742,11281,93278,19.50,0.00,500,Quilter Trunk Sale,2020-01-07
33744,11282,90689,32.00,27.20,21,Paper Cutter,2020-01-07
33746,11283,46226,1.50,1.27,500,Jumbo Gift Labele-60pc,2020-01-07
33747,11283,95900,1.00,0.00,500,Card,2020-01-07
33748,11284,89611,2.99,0.00,500,Laras Craft Round Bead,2020-01-07
33749,11284,46646,1.49,1.26,500,Doll-hair White,2020-01-07
33750,11284,46623,1.49,1.26,500,Doll-hair Auburn Brown,2020-01-07
33752,11285,89532,1.75,1.48,69,Bath Bombs,2020-01-07
33758,11286,46845,1.49,1.26,500,Darice-lobster Claw Charm,2020-01-07
33760,11287,85001,2.50,2.12,17,Fence Board,2020-01-07
33761,11288,95330,7.00,5.95,30,Oak Cask Slats,2020-01-07
33765,11288,95903,12.95,11.00,56,Harness Ring,2020-01-07
33768,11290,54602,2.70,2.29,500,Coats-clark-s930 Black,2020-01-07
33772,11293,80904,8.00,6.80,65,Recipe Book,2020-01-07
33773,11293,95905,12.00,10.20,65,Scale,2020-01-07
33774,11293,76627,12.00,10.20,92,Small Washboard,2020-01-07
33775,11293,20171,5.95,5.05,35,Lemon S &amp; P Shakers -,2020-01-07
33777,11293,80822,8.00,6.80,65,Ceramic Garlic Rope,2020-01-07
33778,11294,95906,1.50,0.00,500,Fat Quarter,2020-01-07
33779,11295,46224,1.49,1.26,500,Essentials Holiday Wrappi,2020-01-07
33780,11295,95907,9.95,0.00,500,Bags (5),2020-01-07
33781,11295,95908,1.98,0.00,500,Bags (2),2020-01-07
33784,11295,95911,1.99,0.00,500,Tags,2020-01-07
33788,11298,95914,0.79,0.00,500,Dowel,2020-01-07
33789,11298,47603,7.99,0.00,500,Craft Designer-macrame Co,2020-01-07
33791,11298,95916,1.99,0.00,500,No Sew Thread,2020-01-07
33792,11299,93278,10.64,0.00,500,Quilter Trunk Sale,2020-01-07
33795,11302,95252,6.00,5.10,76,Stemware,2020-01-07
33798,11302,95253,6.00,5.10,76,Stemware,2020-01-07
33801,11304,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2020-01-07
33802,11304,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2020-01-07
33803,11304,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2020-01-07
33804,11304,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2020-01-07
33806,11305,93278,32.50,0.00,500,Quilter Trunk Sale,2020-01-07
33808,11305,93278,19.00,0.00,500,Quilter Trunk Sale,2020-01-07
33809,11306,95918,0.80,0.00,500,Chocolates,2020-01-07
33810,11306,93278,0.80,0.00,500,Quilter Trunk Sale,2020-01-07
33811,11306,95919,19.07,0.00,500,Trim,2020-01-07
33812,11306,95920,1.59,0.00,500,Beading,2020-01-07
33813,11307,95921,3.00,0.00,500,Paint (2),2020-01-07
33817,11308,50519,3.49,0.00,500,Seattle Chocolate-tukwila,2020-01-07
33818,11309,93278,15.00,0.00,500,Quilter Trunk Sale,2020-01-07
33819,11309,93278,4.99,0.00,500,Quilter Trunk Sale,2020-01-07
33820,11309,93278,2.99,0.00,500,Quilter Trunk Sale,2020-01-07
33821,11309,93278,5.99,0.00,500,Quilter Trunk Sale,2020-01-07
33822,11309,93278,5.99,0.00,500,Quilter Trunk Sale,2020-01-07
33823,11309,93278,16.25,0.00,500,Quilter Trunk Sale,2020-01-07
33829,11313,91309,12.00,10.20,3,Parakeet,2020-01-07
33830,11314,95510,15.00,12.75,49,Well Loved American Girl,2020-01-07
33832,11315,93446,7.50,6.37,31,Paw Patrol Tray,2020-01-07
33837,11317,93278,1.50,0.00,500,Quilter Trunk Sale,2020-01-08
33839,11318,58490,3.00,2.55,76,Drawer Pull,2020-01-08
33840,11318,58490,3.00,2.55,76,Drawer Pull,2020-01-08
33841,11318,58490,3.00,2.55,76,Drawer Pull,2020-01-08
33842,11318,58490,3.00,2.55,76,Drawer Pull,2020-01-08
33843,11318,58490,3.00,2.55,76,Drawer Pull,2020-01-08
33844,11318,58490,3.00,2.55,76,Drawer Pull,2020-01-08
33845,11318,58490,3.00,2.55,76,Drawer Pull,2020-01-08
33846,11318,58490,3.00,2.55,76,Drawer Pull,2020-01-08
33847,11318,58490,3.00,2.55,76,Drawer Pull,2020-01-08
33848,11318,58490,3.00,2.55,76,Drawer Pull,2020-01-08
33849,11318,58490,3.00,2.55,76,Drawer Pull,2020-01-08
33850,11318,58490,3.00,2.55,76,Drawer Pull,2020-01-08
33852,11319,88028,4.00,3.40,83,Baby Boots-new,2020-01-08
33853,11320,17774,3.50,2.97,37,Burp Cloth,2020-01-08
33855,11321,96279,1.29,0.00,500,Collar Stay,2020-01-08
33858,11322,48967,8.99,0.00,500,Americana Decor Satin Ena,2020-01-08
33859,11322,48967,8.99,0.00,500,Americana Decor Satin Ena,2020-01-08
33860,11323,57043,5.99,0.00,500,Fair Isle-nantucket-gold,2020-01-08
33861,11324,50972,8.49,0.00,500,Americana Decor Satin Ena,2020-01-08
33862,11324,84784,2.49,0.00,500,Colorfactory Brush Set,2020-01-08
33863,11325,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2020-01-08
33864,11325,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2020-01-08
33865,11325,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2020-01-08
33866,11325,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2020-01-08
33867,11325,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2020-01-08
33868,11325,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2020-01-08
33869,11325,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2020-01-08
33870,11325,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2020-01-08
33875,11326,96281,4.83,4.10,85,Greeting Card (7),2020-01-08
33877,11327,48716,0.33,0.28,500,1 Misc Paper 12x12 Print,2020-01-08
33878,11327,48716,0.33,0.28,500,1 Misc Paper 12x12 Print,2020-01-08
33879,11327,48716,0.33,0.28,500,1 Misc Paper 12x12 Print,2020-01-08
33880,11327,48716,0.33,0.28,500,1 Misc Paper 12x12 Print,2020-01-08
33881,11327,48716,0.33,0.28,500,1 Misc Paper 12x12 Print,2020-01-08
33882,11327,48716,0.33,0.28,500,1 Misc Paper 12x12 Print,2020-01-08
33883,11327,48639,1.99,1.69,500,Craft Medley,2020-01-08
33884,11327,96282,0.99,0.00,500,Tissue Paper,2020-01-08
33886,11328,92041,12.99,11.04,40,Runner Black/ White,2020-01-08
33888,11330,84288,8.49,0.00,500,Berry Garland,2020-01-08
33889,11330,84288,8.49,0.00,500,Berry Garland,2020-01-08
33890,11330,53765,2.49,2.11,500,Dritz-slip Stop Thimble-l,2020-01-08
33896,11331,169614,35.00,29.75,30,Sign Wher You Go Set 2,2020-01-08
33918,11333,53408,11.99,10.19,500,Jack-dempsey-pillowcase H,2020-01-08
33922,11335,41631,12.50,10.62,74,Old Wood Box W/ Lid #70a,2020-01-08
33925,11337,92481,5.00,4.25,31,Starwars Lunchbox,2020-01-08
33933,11341,43376,18.00,15.30,49,Vintage Metal Printing Pl,2020-01-08
33935,11342,93278,10.50,0.00,500,Quilter Trunk Sale,2020-01-08
33939,11342,93278,4.00,0.00,500,Quilter Trunk Sale,2020-01-08
33942,11344,94710,8.95,7.60,56,Native Art Box,2020-01-08
33945,11345,90901,10.99,9.34,506,Sm Shabby Chic Frame Sq,2020-01-08
33949,11348,96300,6.49,0.00,500,Cap Snaps,2020-01-08
33950,11348,96301,2.99,0.00,500,Pearl Snap Fastener,2020-01-08
33951,11349,54919,0.25,0.21,500,1 Misc Paper 8.5 X 11,2020-01-08
33952,11349,54919,0.25,0.21,500,1 Misc Paper 8.5 X 11,2020-01-08
33953,11349,54919,0.25,0.21,500,1 Misc Paper 8.5 X 11,2020-01-08
33954,11349,54919,0.25,0.21,500,1 Misc Paper 8.5 X 11,2020-01-08
33955,11349,54919,0.25,0.21,500,1 Misc Paper 8.5 X 11,2020-01-08
33956,11349,54919,0.25,0.21,500,1 Misc Paper 8.5 X 11,2020-01-08
33957,11349,54919,0.25,0.21,500,1 Misc Paper 8.5 X 11,2020-01-08
33958,11349,54919,0.25,0.21,500,1 Misc Paper 8.5 X 11,2020-01-08
33961,11350,95601,12.00,10.20,37,UnderAmour Sweatshirt,2020-01-08
33962,11350,96302,14.99,0.00,500,M & D,2020-01-08
33963,11351,96387,9.00,7.65,14,Magazine (9),2020-01-08
33966,11352,93278,20.00,0.00,500,Quilter Trunk Sale,2020-01-08
33967,11353,48510,1.59,1.35,500,Premium Acrylic Rhineston,2020-01-08
33969,11354,86973,35.00,29.75,61,White Can,2020-01-08
33971,11356,93862,9.00,7.65,43,H&M Tank Dress,2020-01-08
33972,11357,83779,25.00,21.25,30,Wood Bench,2020-01-08
33977,11359,96481,8.99,0.00,500,Kodiak Yarn,2020-01-08
33978,11359,96482,17.98,0.00,500,Yarn (2),2020-01-08
33983,11361,88755,7.14,0.00,500,Metal Sign,2020-01-08
33985,11362,88755,7.14,0.00,500,Metal Sign,2020-01-08
33986,11362,88755,10.99,0.00,500,Metal Sign,2020-01-08
33987,11363,67267,32.00,27.20,513,Small Wood Step Ladder,2020-01-08
33988,11364,93278,18.00,0.00,500,Quilter Trunk Sale,2020-01-08
33989,11365,48325,0.99,0.84,500,Darice-canvas Designer-ne,2020-01-08
33990,11365,53565,2.00,1.70,500,Ez Craft-needles,2020-01-08
33993,11366,96485,6.00,0.00,500,Fat Quarters (4),2020-01-08
33994,11366,96486,3.00,0.00,500,Fat Quarters (2),2020-01-08
33997,11368,96487,5.15,0.00,500,Webbing,2020-01-08
33999,11368,93278,17.50,0.00,500,Quilter Trunk Sale,2020-01-08
34002,11369,96641,1.98,0.00,500,Foam Sheet (2),2020-01-08
34003,11370,96645,20.00,0.00,500,Booth Rent 21,2020-01-08
34004,11371,718,15.00,12.75,53,11c Wander Mens L,2020-01-08
34008,11373,96648,2.37,0.00,500,Easel (2),2020-01-08
33833,11316,53668,10.72,9.11,500,Quilt Basting Spray 8 5 O,2020-01-08
33834,11316,16106,27.77,0.00,500,1 Misc Fabric,2020-01-08
33835,11317,93135,18.00,15.30,76,Rooster Napkin Holder,2020-01-08
33836,11317,93292,5.99,0.00,500,Italian Poster,2020-01-08
33838,11318,96278,5.98,0.00,500,Burlap Bag (2),2020-01-08
33851,11318,134991,4.99,4.24,19,Rect Wire Basket Silver,2020-01-08
33854,11320,94362,7.00,5.95,51,Blue Colander,2020-01-08
33856,11322,48543,8.99,0.00,500,Americana-decor-satin-ena,2020-01-08
33857,11322,48543,8.99,0.00,500,Americana-decor-satin-ena,2020-01-08
33871,11325,96280,2.00,0.00,500,Christmas Tags,2020-01-08
33872,11325,74743,1.99,0.00,500,Sarasa Porous Pen,2020-01-08
33873,11325,74743,1.99,0.00,500,Sarasa Porous Pen,2020-01-08
33874,11325,74743,1.99,0.00,500,Sarasa Porous Pen,2020-01-08
33876,11326,83480,12.00,10.20,87,Alpaca Plush Toy,2020-01-08
33885,11327,96283,2.00,0.00,500,Tags,2020-01-08
33887,11329,96284,0.99,0.00,500,Tags,2020-01-08
33891,11331,50531,1.99,0.00,500,Haribo Sour Gold Bears,2020-01-08
33892,11331,74801,1.25,1.06,17,Small Toy Car,2020-01-08
33893,11331,74801,1.25,1.06,17,Small Toy Car,2020-01-08
33894,11331,74801,1.25,1.06,17,Small Toy Car,2020-01-08
33895,11331,74801,1.25,1.06,17,Small Toy Car,2020-01-08
33897,11332,77239,34.99,29.74,515,Black Bench,2020-01-08
33898,11333,55646,1.00,0.85,500,Christmas-gift-bags Bell,2020-01-08
33899,11333,96298,0.99,0.00,500,Christmas Bags (2),2020-01-08
33900,11333,96299,0.50,0.00,500,Cfhristmas Ribbon,2020-01-08
33901,11333,51065,3.99,3.39,500,Hampton Art- Bark Coaster,2020-01-08
33902,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33903,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33904,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33905,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33906,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33907,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33908,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33909,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33910,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33911,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33912,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33913,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33914,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33915,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33916,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33917,11333,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-08
33919,11334,89605,11.99,0.00,500,Warm Company Cotton Batti,2020-01-08
33920,11335,93292,5.99,0.00,500,Italian Poster,2020-01-08
33921,11335,93292,5.99,0.00,500,Italian Poster,2020-01-08
33923,11335,85856,29.99,0.00,500,Home Decor,2020-01-08
33924,11336,16106,17.98,0.00,500,1 Misc Fabric,2020-01-08
33926,11338,45687,3.99,3.39,500,Ken Oliver Plastic Spray,2020-01-08
33927,11338,378,7.00,5.95,37,*large Scarf - Solid 11b*,2020-01-08
33928,11339,91244,8.50,7.22,74,Ribbed Bonnet,2020-01-08
33929,11339,56849,7.99,0.00,500,Bamboo Pop-daring Pink #1,2020-01-08
33930,11339,56849,7.99,0.00,500,Bamboo Pop-daring Pink #1,2020-01-08
33931,11340,89013,19.99,16.99,524,Antler Hook,2020-01-08
33932,11340,72597,8.00,6.80,63,Over The Door Holder,2020-01-08
33934,11341,11958,19.00,16.15,21,#15b Vintage Northern Ele,2020-01-08
33936,11342,53368,1.99,1.69,500,1 Misc Notions,2020-01-08
33937,11342,53368,1.99,1.69,500,1 Misc Notions,2020-01-08
33938,11342,53368,1.99,1.69,500,1 Misc Notions,2020-01-08
33940,11343,82342,8.00,6.80,40,Giant Apple,2020-01-08
33941,11344,94709,8.95,7.60,56,Native Art Box,2020-01-08
33943,11344,95171,6.00,5.10,49,Vntg Vaporizer Jar,2020-01-08
33944,11344,93818,6.50,5.52,31,4 Bar Glasses,2020-01-08
33946,11346,44437,15.00,12.75,65,End Table Ub,2020-01-08
33947,11347,95971,5.95,5.05,56,Puzzle-Books,2020-01-08
33948,11348,53808,2.99,2.54,500,Dritz- Peal Snap Fastener,2020-01-08
33959,11350,90553,5.00,4.25,507,L.O.G.G. Bird Dress,2020-01-08
33960,11350,92965,8.96,7.61,509,Ecco Boot,2020-01-08
33964,11351,96388,38.36,0.00,500,Interfacing,2020-01-08
33965,11352,16106,8.99,0.00,500,1 Misc Fabric,2020-01-08
33968,11353,46682,0.35,0.29,500,9x12-felt-sq-grey-25pc-pk,2020-01-08
33970,11355,96458,15.99,0.00,500,Brush Roll Set,2020-01-08
33973,11358,177740,8.00,6.80,502,Wild West Busy Bk,2020-01-08
33974,11358,90712,12.00,10.20,8,1 # Raw Honey,2020-01-08
33975,11359,56900,2.49,0.00,500,Boye Anodized Tapered Thr,2020-01-08
33976,11359,57035,10.49,0.00,500,Knitters Pride Dreamz-fi,2020-01-08
33979,11360,96483,14.00,0.00,500,Leather,2020-01-08
33980,11360,48475,3.99,3.99,500,Realeather Craft Lace-dee,2020-01-08
33981,11360,47349,10.99,0.00,500,Realether Crafts-rivet Se,2020-01-08
33982,11361,74671,4.99,0.00,500,Farm Sticker Pad,2020-01-08
33984,11362,93292,5.99,0.00,500,Italian Poster,2020-01-08
33991,11365,96484,7.99,0.00,500,Sinew,2020-01-08
33992,11366,16106,6.99,0.00,500,1 Misc Fabric,2020-01-08
33995,11367,59832,4.50,3.82,48,Knot Headband,2020-01-08
33996,11367,71981,4.50,3.82,48,Knot Headband,2020-01-08
33998,11368,96488,2.97,0.00,500,Webbing,2020-01-08
34000,11369,50271,6.99,5.94,500,Darice- Mini Tree Tree 7,2020-01-08
34001,11369,48507,3.29,2.79,500,Mini Craft Sticks-250pc-2,2020-01-08
34005,11372,96647,1.99,0.00,500,Hardware,2020-01-08
34006,11373,86659,6.00,5.10,81,AS-Microwave Bowl,2020-01-08
34007,11373,19525,3.50,2.97,81,Adult Drink Cozie - As30,2020-01-08
34011,11375,90508,18.00,15.30,82,Christmas Reduced Price,2020-01-09
34015,11377,96712,3.99,0.00,500,Hook,2020-01-09
34017,11378,91276,3.95,3.35,56,Petalware Misc,2020-01-09
34018,11378,95484,4.00,3.40,1,Frozen Book,2020-01-09
34020,11379,96714,2.00,1.70,17,Vtg Buttons,2020-01-09
34023,11381,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-09
34024,11381,53698,0.50,0.42,500,1 Misc. Ribbon,2020-01-09
34025,11381,53696,0.99,0.84,500,Spool O Ribbon White 1 8,2020-01-09
34027,11382,53368,2.00,1.70,500,1 Misc Notions,2020-01-09
34032,11383,48644,1.99,1.69,500,Darice-rusty Bell-9mm,2020-01-09
34033,11383,34481,3.99,3.39,40,59 Fireking Dessert Bowl,2020-01-09
34036,11386,24715,1.50,0.00,500,Crafters Acrylic-pink Neo,2020-01-09
34038,11387,53215,15.49,13.16,500,Olfa Rotary Blades 45mm 2,2020-01-09
34040,11388,93930,40.00,34.00,76,Hurricane Lamp,2020-01-09
34041,11389,93292,5.99,0.00,500,Italian Poster,2020-01-09
34043,11390,21629,20.00,17.00,17,#32  Coffee Table With Wh,2020-01-09
34044,11391,83402,8.99,0.00,500,Church W/light,2020-01-09
34045,11391,48695,1.59,1.35,500,Darice Liberty Bells 12pc,2020-01-09
34046,11391,96741,1.35,0.00,500,Felt (3),2020-01-09
34047,11392,67680,6.00,5.10,24,Baby Outfit,2020-01-09
34049,11392,86306,8.00,6.80,74,Rib Pixie Hat,2020-01-09
34050,11392,15708,7.00,5.95,74,BIBS Pacifier,2020-01-09
34053,11392,93292,5.99,0.00,500,Italian Poster,2020-01-09
34056,11394,96743,7.99,0.00,500,Reusable Snack Bags,2020-01-09
34057,11394,59254,1.99,0.00,500,Dinosaur Coloring Book,2020-01-09
34059,11394,91117,7.99,6.79,40,Iron Frame Stand,2020-01-09
34065,11397,57744,9.99,0.00,500,DecoArt Glow In The Dark,2020-01-09
34066,11397,45118,2.99,2.54,500,Alcohol-based-ink-brush-a,2020-01-09
34067,11398,73934,2.49,0.00,500,Dritz Repair Needles,2020-01-09
34069,11400,81318,4.99,4.24,70,Goat Milk Soap,2020-01-09
34070,11401,59763,13.95,11.85,70,BBC Soap Blocks,2020-01-09
34073,11403,96787,9.90,8.41,74,White Drool Bib (2),2020-01-09
34076,11403,92543,3.00,2.55,24,Toy,2020-01-09
34078,11403,84278,9.99,0.00,500,Christmas Moose Sign,2020-01-09
34084,11405,81318,4.99,4.24,70,Goat Milk Soap,2020-01-09
34086,11407,53369,1.99,1.69,500,1 Misc Elastic,2020-01-09
34087,11407,93292,5.99,0.00,500,Italian Poster,2020-01-09
34088,11407,96789,1.99,0.00,500,Buckle,2020-01-09
34089,11407,91249,8.50,7.22,74,Ribbed Bonnet,2020-01-09
34091,11407,94252,5.00,4.25,74,Happy Romper,2020-01-09
34093,11408,83987,9.95,8.45,27,Lenox Vase,2020-01-09
34095,11410,43176,9.00,7.65,49,Small White Metal Box,2020-01-09
34097,11411,95097,12.99,11.04,80,Glass Pedestal,2020-01-09
34098,11412,96792,4.99,0.00,500,Graphite Paper,2020-01-09
34100,11413,96095,4.00,3.40,42,Hanging Decor,2020-01-09
34102,11414,73209,4.50,3.82,54,Rope Handle Jar,2020-01-09
34104,11414,58944,4.50,3.82,54,Jar Candle,2020-01-09
34105,11415,16106,17.52,0.00,500,1 Misc Fabric,2020-01-09
34106,11416,91219,9.50,8.07,54,Metal Cloche,2020-01-09
34108,11417,83465,6.00,5.10,519,Blazer Wheaties,2020-01-09
34109,11418,55050,4.49,3.81,500,Glue Dots Adhesive Craft,2020-01-09
34111,11419,96267,18.00,15.30,49,Crystal/silver Jar Large,2020-01-09
34112,11420,73886,20.00,17.00,91,Neddlepoint,2020-01-09
34115,11420,18211,9.95,8.45,508,DB ANTEBELLUM BLUE,2020-01-09
34123,11422,11783,18.00,15.30,63,25 Dough Bowl,2020-01-09
34124,11423,80879,8.00,6.80,65,Aspen Sighned,2020-01-09
34127,11427,16106,15.98,0.00,500,1 Misc Fabric,2020-01-09
34128,11428,48442,1.49,1.26,500,Darice-oval Mirrors-2x3,2020-01-09
34131,11431,46661,1.99,1.69,500,Poly Bag 1.5x2 In,2020-01-09
34132,11431,50011,2.59,2.20,500,Sanding Sponge-180g,2020-01-09
34133,11431,53553,1.59,1.35,500,Singer-tapestry Needles-1,2020-01-09
34139,11432,96821,1.25,0.00,500,Christmas Tags,2020-01-09
34142,11434,96822,12.98,0.00,500,Handles (2),2020-01-09
34143,11435,94410,8.00,6.80,515,White Rabbit,2020-01-09
34144,11435,94420,4.25,3.61,515,Yard Decor Rabbit,2020-01-09
34146,11436,55808,9.99,0.00,500,Melissa-doug-wooden-stamp,2020-01-09
34148,11436,58749,2.99,0.00,500,Melissa&Doug Learning Mat,2020-01-09
34152,11437,16106,34.19,0.00,500,1 Misc Fabric,2020-01-09
34154,11438,82458,5.75,4.88,48,POL Top..,2020-01-09
34009,11374,67823,0.55,0.00,500,Embroidery Floss,2020-01-09
34010,11374,67823,0.55,0.00,500,Embroidery Floss,2020-01-09
34012,11375,94888,7.00,5.95,54,Paris Canvas,2020-01-09
34013,11376,48968,8.99,0.00,500,Americana-decor-satin-ena,2020-01-09
34014,11376,48968,8.99,0.00,500,Americana-decor-satin-ena,2020-01-09
34016,11378,93833,8.50,7.22,31,Metal Heart,2020-01-09
34019,11379,96713,3.57,0.00,500,Buttom (3),2020-01-09
34021,11380,169630,1.25,1.06,56,Vintage Matchbox Car,2020-01-09
34022,11380,169630,1.25,1.06,56,Vintage Matchbox Car,2020-01-09
34026,11382,53809,2.79,2.37,500,Sew-on-snaps 4,2020-01-09
34028,11383,93278,5.00,0.00,500,Quilter Trunk Sale,2020-01-09
34029,11383,93278,12.00,0.00,500,Quilter Trunk Sale,2020-01-09
34030,11383,93278,18.00,0.00,500,Quilter Trunk Sale,2020-01-09
34031,11383,93278,2.00,0.00,500,Quilter Trunk Sale,2020-01-09
34034,11384,96272,15.00,12.75,51,2 Drawer,2020-01-09
34035,11385,57454,4.75,4.03,1,Columbia Kids Coat,2020-01-09
34037,11386,24686,1.50,1.50,500,Crafters Acrylic-green Ne,2020-01-09
34039,11387,93278,0.99,0.00,500,Quilter Trunk Sale,2020-01-09
34042,11390,91772,95.00,80.75,511,Entry Hutch,2020-01-09
34048,11392,74358,6.00,5.10,24,Kids Clothing,2020-01-09
34051,11392,66543,3.00,2.55,24,Animal,2020-01-09
34052,11392,85509,3.00,2.55,510,Knee High Socks,2020-01-09
34054,11393,96742,3.24,0.00,500,Wool Roving,2020-01-09
34055,11394,83485,3.50,2.97,5,Paw Patrol Rocky,2020-01-09
34058,11394,75075,6.50,5.52,42,Gray Tank Top,2020-01-09
34060,11394,96744,3.50,0.00,500,Angel Clearance,2020-01-09
34061,11395,91370,10.50,8.92,69,Little Mermaid,2020-01-09
34062,11395,92909,2.50,2.12,45,Rusty Tin Ornaments,2020-01-09
34063,11396,96785,2.29,0.00,500,Light Bulb,2020-01-09
34064,11397,46233,1.00,0.85,500,Papercraft Holiday Gift C,2020-01-09
34068,11399,96786,3.99,0.00,500,Hook,2020-01-09
34071,11402,93278,33.00,0.00,500,Quilter Trunk Sale,2020-01-09
34072,11402,93278,20.00,0.00,500,Quilter Trunk Sale,2020-01-09
34074,11403,66559,3.00,2.55,24,Toy,2020-01-09
34075,11403,74441,2.50,2.12,24,Baby Toy,2020-01-09
34077,11403,86777,1.50,1.27,24,Toy,2020-01-09
34079,11404,96788,3.00,0.00,500,Wood Letters (2),2020-01-09
34080,11405,55565,0.50,0.42,500,Decorative Tape 1,2020-01-09
34081,11405,55565,0.50,0.42,500,Decorative Tape 1,2020-01-09
34082,11405,55565,0.50,0.42,500,Decorative Tape 1,2020-01-09
34083,11405,55565,0.50,0.42,500,Decorative Tape 1,2020-01-09
34085,11406,93278,3.00,0.00,500,Quilter Trunk Sale,2020-01-09
34090,11407,91231,12.50,10.62,74,Long Sleeve Rib Onesie,2020-01-09
34092,11407,85087,4.25,3.61,57,Girls Skirt,2020-01-09
34094,11409,96790,3.00,0.00,500,Stickers (3),2020-01-09
34096,11410,96791,2.00,0.00,500,Letters (4),2020-01-09
34099,11413,169630,1.25,1.06,56,Vintage Matchbox Car,2020-01-09
34101,11414,96374,7.99,6.79,2,House,2020-01-09
34103,11414,84440,6.00,5.10,65,Sighn,2020-01-09
34107,11416,81502,8.00,6.80,51,Mosaic Bottle,2020-01-09
34110,11419,96268,16.00,13.60,49,Crystal/silver Jar Small,2020-01-09
34113,11420,107879,3.25,2.76,92,Old Door Handle,2020-01-09
34114,11420,113457,6.00,5.10,92,Lg Metal Tray,2020-01-09
34116,11420,18213,9.95,8.45,508,DB DUSTY BLUE,2020-01-09
34117,11421,93278,5.00,0.00,500,Quilter Trunk Sale,2020-01-09
34118,11421,93278,5.00,0.00,500,Quilter Trunk Sale,2020-01-09
34119,11421,93278,5.00,0.00,500,Quilter Trunk Sale,2020-01-09
34120,11421,93278,5.00,0.00,500,Quilter Trunk Sale,2020-01-09
34121,11421,93278,5.00,0.00,500,Quilter Trunk Sale,2020-01-09
